site,date,component_rows,scene_ids,product_ids,tiles,utc_timestamps,ndci_component_values,ndci_component_counts,ndci_weighted_numerator,ndci_valid_pixels,ndci_mean,fai_component_values,fai_component_counts,fai_weighted_numerator,fai_valid_pixels,fai_mean
Sangju Weir,2020-10-24,1,20201024T021751_20201024T022447_T52SDF,S2A_MSIL2A_20201024T021751_N0214_R003_T52SDF_20201024T045915,52SDF,2020-10-24T02:27:28.100000+00:00,-0.087930701648462894,7533,-662.38197551787096,7533,-0.087930701648462894,-0.034135007008724599,7533,-257.13900779672241,7533,-0.034135007008724599
Sangju Weir,2020-10-26,1,20201026T020759_20201026T020756_T52SDF,S2B_MSIL2A_20201026T020759_N0500_R103_T52SDF_20230416T064228,52SDF,2020-10-26T02:17:30.303000+00:00,-0.0969764750930662,7533,-730.52378687606767,7533,-0.0969764750930662,-0.035740298709933699,7533,-269.23167018193055,7533,-0.035740298709933699
Sangju Weir,2021-05-02,2,20210502T021601_20210502T021601_T52SDF|20210502T021601_20210502T022719_T52SDF,S2A_MSIL2A_20210502T021601_N0300_R003_T52SDF_20210502T051124|S2A_MSIL2A_20210502T021601_N0300_R003_T52SDF_20210502T041531,52SDF|52SDF,2021-05-02T02:27:19.280000+00:00|2021-05-02T02:27:26.405000+00:00,0.041560821168175499|0.0441744550517345,5115|2144,307.29363190613645,7259,0.04233277750463376,0.021561962508707601|0.0155501252141233,5115|2144,143.62890669111974,7259,0.01978632135158007
Sangju Weir,2021-05-09,1,20210509T020651_20210509T021025_T52SDF,S2A_MSIL2A_20210509T020651_N0300_R103_T52SDF_20210509T044903,52SDF,2021-05-09T02:17:26.051000+00:00,0.0084768819615375999,7533,63.856351816262737,7533,0.0084768819615375999,-0.0016373217012696001,7533,-12.333944375663897,7533,-0.0016373217012696001
Sangju Weir,2021-05-19,1,20210519T020651_20210519T020653_T52SDF,S2A_MSIL2A_20210519T020651_N0500_R103_T52SDF_20230224T152720,52SDF,2021-05-19T02:17:27.245000+00:00,-0.073666907481838101,7533,-554.93281406068638,7533,-0.073666907481838101,-0.056234331841503803,7533,-423.61322176204817,7533,-0.056234331841503803
Sangju Weir,2021-05-22,1,20210522T021601_20210522T022207_T52SDF,S2A_MSIL2A_20210522T021601_N0300_R003_T52SDF_20210522T050033,52SDF,2021-05-22T02:27:23.242000+00:00,-0.021944375131012401,7533,-165.30697786191641,7533,-0.021944375131012401,-0.028816456138734101,7533,-217.07436409308397,7533,-0.028816456138734098
Sangju Weir,2021-05-29,1,20210529T020651_20210529T021027_T52SDF,S2A_MSIL2A_20210529T020651_N0300_R103_T52SDF_20210529T045132,52SDF,2021-05-29T02:17:27.799000+00:00,-0.0022635810977993998,7533,-17.051556409722878,7533,-0.0022635810977993998,-0.0104335664404164,7533,-78.596055995656741,7533,-0.0104335664404164
Sangju Weir,2021-06-08,1,20210608T020651_20210608T021027_T52SDF,S2A_MSIL2A_20210608T020651_N0300_R103_T52SDF_20210608T045137,52SDF,2021-06-08T02:17:27.725000+00:00,0.055406332743634497,7157,396.54312344619211,7157,0.055406332743634497,-0.0091723222230684007,6672,-61.197733872312369,6672,-0.0091723222230684007
Sangju Weir,2021-06-21,1,20210621T021601_20210621T022255_T52SDF,S2A_MSIL2A_20210621T021601_N0300_R003_T52SDF_20210621T050048,52SDF,2021-06-21T02:27:23.482000+00:00,0.0447776423061991,5260,235.53039853060727,5260,0.0447776423061991,0.0246621870947187,5260,129.72310411822036,5260,0.0246621870947187
Sangju Weir,2021-07-28,1,20210728T020701_20210728T020656_T52SDF,S2A_MSIL2A_20210728T020701_N0301_R103_T52SDF_20210728T045236,52SDF,2021-07-28T02:17:30.355000+00:00,0.018378816850746601,7527,138.33735443556967,7527,0.018378816850746601,0.0016825941694847001,7525,12.661521125372369,7525,0.0016825941694847003
Sangju Weir,2021-07-31,1,20210731T021611_20210731T022724_T52SDF,S2A_MSIL2A_20210731T021611_N0301_R003_T52SDF_20210731T041630,52SDF,2021-07-31T02:27:31.586000+00:00,0.043527896015308098,3156,137.37403982431235,3156,0.043527896015308098,0.020554498677366001,3156,64.869997825767101,3156,0.020554498677366001
Sangju Weir,2021-08-05,1,20210805T021609_20210805T021604_T52SDF,S2B_MSIL2A_20210805T021609_N0301_R003_T52SDF_20210805T043604,52SDF,2021-08-05T02:27:24.049000+00:00,0.0487089628679249,7533,366.92461728407829,7533,0.0487089628679249,0.0033011879625150999,7533,24.867848921626248,7533,0.0033011879625150999
Sangju Weir,2021-08-07,1,20210807T020701_20210807T021029_T52SDF,S2A_MSIL2A_20210807T020701_N0301_R103_T52SDF_20210807T051852,52SDF,2021-08-07T02:17:29.814000+00:00,0.070113540987814402,7533,528.16530426120585,7533,0.070113540987814402,-0.0038550317257885001,7136,-27.509506395226737,7136,-0.0038550317257885001
Sangju Weir,2021-09-11,1,20210911T020649_20210911T020649_T52SDF,S2B_MSIL2A_20210911T020649_N0301_R103_T52SDF_20210911T043804,52SDF,2021-09-11T02:17:23.328000+00:00,-0.073776513828612,7533,-555.75847867093421,7533,-0.073776513828612,-0.0112478521172514,7531,-84.707574295020294,7531,-0.0112478521172514
Sangju Weir,2021-09-19,1,20210919T021611_20210919T022209_T52SDF,S2A_MSIL2A_20210919T021611_N0301_R003_T52SDF_20210919T051646,52SDF,2021-09-19T02:27:25.075000+00:00,-0.035606289274976,7518,-267.68808276926956,7518,-0.035606289274976,-0.0042816477153371996,7518,-32.189427523905067,7518,-0.0042816477153371996
Sangju Weir,2021-09-24,1,20210924T021559_20210924T021601_T52SDF,S2B_MSIL2A_20210924T021559_N0301_R003_T52SDF_20210924T044840,52SDF,2021-09-24T02:27:20.769000+00:00,0.0249656598777943,6868,171.46415204069126,6868,0.0249656598777943,0.0047540659331503001,6868,32.650924828876263,6868,0.0047540659331503001
Sangju Weir,2021-10-01,1,20211001T020649_20211001T020652_T52SDF,S2B_MSIL2A_20211001T020649_N0301_R103_T52SDF_20211001T043245,52SDF,2021-10-01T02:17:26.483000+00:00,-0.023471207065407701,7523,-176.57389075306213,7523,-0.023471207065407701,-0.0033079841407077002,7523,-24.885964690544029,7523,-0.0033079841407077002
Sangju Weir,2021-10-14,1,20211014T021639_20211014T021639_T52SDF,S2B_MSIL2A_20211014T021639_N0301_R003_T52SDF_20211014T044840,52SDF,2021-10-14T02:27:24.001000+00:00,0.074274848301495694,7533,559.51243225516703,7533,0.074274848301495694,0.0044248994227579002,7533,33.332767351635262,7533,0.0044248994227579002
Sangju Weir,2021-10-19,1,20211019T021721_20211019T022407_T52SDF,S2A_MSIL2A_20211019T021721_N0301_R003_T52SDF_20211019T051640,52SDF,2021-10-19T02:27:28.185000+00:00,0.0134241231737135,7527,101.04337512854151,7527,0.0134241231737135,0.0048162178481411999,7527,36.251671742958813,7527,0.0048162178481411999
Sangju Weir,2021-10-24,1,20211024T021749_20211024T021743_T52SDF,S2B_MSIL2A_20211024T021749_N0301_R003_T52SDF_20211024T044140,52SDF,2021-10-24T02:27:24.356000+00:00,-0.0412204009236872,7533,-310.51328015813567,7533,-0.0412204009236872,-0.0064244556854990004,7533,-48.395424678863968,7533,-0.0064244556854990004
Sangju Weir,2021-10-26,1,20211026T020801_20211026T021128_T52SDF,S2A_MSIL2A_20211026T020801_N0301_R103_T52SDF_20211026T045335,52SDF,2021-10-26T02:17:32.038000+00:00,0.0121594565018042,1035,12.585037479367347,1035,0.0121594565018042,-0.0024856379445987002,1035,-2.5726352726596549,1035,-0.0024856379445987002
Sangju Weir,2021-10-31,1,20211031T020819_20211031T020820_T52SDF,S2B_MSIL2A_20211031T020819_N0500_R103_T52SDF_20230127T035223,52SDF,2021-10-31T02:17:28.238000+00:00,-0.040776851343550601,7533,-307.17202117096667,7533,-0.040776851343550601,-0.0069104572685893999,7533,-52.056474604283949,7533,-0.0069104572685893999
Sangju Weir,2022-05-04,1,20220504T020701_20220504T021642_T52SDF,S2A_MSIL2A_20220504T020701_N0400_R103_T52SDF_20220504T052914,52SDF,2022-05-04T02:17:31.857000+00:00,0.020592955294160199,7533,155.12673223090877,7533,0.020592955294160199,0.0026222314758567,7533,19.753269707628522,7533,0.0026222314758567
Sangju Weir,2022-05-09,1,20220509T020649_20220509T021302_T52SDF,S2B_MSIL2A_20220509T020649_N0400_R103_T52SDF_20220509T044739,52SDF,2022-05-09T02:17:23.893000+00:00,-0.037136977402328297,7533,-279.75285077173908,7533,-0.037136977402328297,-0.0015933674606553999,7533,-12.002837081117129,7533,-0.0015933674606553999
Sangju Weir,2022-05-17,1,20220517T021611_20220517T022234_T52SDF,S2A_MSIL2A_20220517T021611_N0400_R003_T52SDF_20220517T055107,52SDF,2022-05-17T02:27:27.923000+00:00,-0.0205083982185152,7533,-154.48976378007501,7533,-0.0205083982185152,-0.0050493345954158997,7533,-38.036637507267969,7533,-0.0050493345954158988
Sangju Weir,2022-05-22,1,20220522T021609_20220522T022240_T52SDF,S2B_MSIL2A_20220522T021609_N0400_R003_T52SDF_20220522T050008,52SDF,2022-05-22T02:27:22.833000+00:00,0.0086099923167366008,7533,64.859072121976808,7533,0.0086099923167366008,-0.0142689789247437,7533,-107.4882182400943,7533,-0.014268978924743702
Sangju Weir,2022-05-24,1,20220524T020701_20220524T021301_T52SDF,S2A_MSIL2A_20220524T020701_N0400_R103_T52SDF_20220524T053520,52SDF,2022-05-24T02:17:34.020000+00:00,-0.12590458906253699,7533,-948.43926940809115,7533,-0.12590458906253699,-0.0131178564721886,7533,-98.816812804996715,7533,-0.0131178564721886
Sangju Weir,2022-06-01,1,20220601T021559_20220601T022239_T52SDF,S2B_MSIL2A_20220601T021559_N0400_R003_T52SDF_20220601T044554,52SDF,2022-06-01T02:27:22.551000+00:00,0.0260831388791294,7533,196.48428517648176,7533,0.0260831388791294,-0.0017122260719632,7533,-12.898199000098785,7533,-0.0017122260719632
Sangju Weir,2022-06-03,1,20220603T020701_20220603T021559_T52SDF,S2A_MSIL2A_20220603T020701_N0400_R103_T52SDF_20220603T055620,52SDF,2022-06-03T02:17:34.880000+00:00,-0.081548203170714803,7533,-614.30261448499459,7533,-0.081548203170714803,-0.0050179727051650998,7533,-37.800388388008699,7533,-0.0050179727051650998
Sangju Weir,2022-06-18,1,20220618T020659_20220618T021309_T52SDF,S2B_MSIL2A_20220618T020659_N0400_R103_T52SDF_20220618T043051,52SDF,2022-06-18T02:17:31.111000+00:00,-0.067622595585327502,7533,-509.40101254427208,7533,-0.067622595585327502,-0.0087107744403568995,7533,-65.618263859208525,7533,-0.0087107744403568995
Sangju Weir,2022-06-21,1,20220621T021539_20220621T022216_T52SDF,S2B_MSIL2A_20220621T021539_N0400_R003_T52SDF_20220621T045243,52SDF,2022-06-21T02:27:27.348000+00:00,0.031147521256913498,7533,234.63427762832939,7533,0.031147521256913498,0.0036473482851446001,7533,27.475474631994274,7533,0.0036473482851446001
Sangju Weir,2022-07-01,1,20220701T021539_20220701T022213_T52SDF,S2B_MSIL2A_20220701T021539_N0400_R003_T52SDF_20220701T043554,52SDF,2022-07-01T02:27:27.949000+00:00,0.035223121126145798,7533,265.33577144325631,7533,0.035223121126145798,-0.0013002401938252001,7533,-9.7947093800852318,7533,-0.0013002401938252001
Sangju Weir,2022-08-22,1,20220822T020711_20220822T021658_T52SDF,S2A_MSIL2A_20220822T020711_N0400_R103_T52SDF_20220824T143002,52SDF,2022-08-22T02:17:39.653000+00:00,-0.0134071839340085,7533,-100.99631657488604,7533,-0.0134071839340085,-0.020055620930620899,7533,-151.07899247036724,7533,-0.020055620930620899
Sangju Weir,2022-09-24,1,20220924T021541_20220924T022204_T52SDF,S2A_MSIL2A_20220924T021541_N0400_R003_T52SDF_20220924T054059,52SDF,2022-09-24T02:27:29.802000+00:00,0.042002648004366303,7533,316.40594741689137,7533,0.042002648004366303,-0.00083836615109820004,7533,-6.3154122162227413,7533,-0.00083836615109820014
Sangju Weir,2022-09-29,1,20220929T021529_20220929T022606_T52SDF,S2B_MSIL2A_20220929T021529_N0400_R003_T52SDF_20220929T051901,52SDF,2022-09-29T02:27:22.589000+00:00,0.043375540309651399,7533,326.74794515260396,7533,0.043375540309651392,0.0087016896881469998,7533,65.549828420811352,7533,0.0087016896881469998
Sangju Weir,2022-10-11,1,20221011T020701_20221011T021300_T52SDF,S2A_MSIL2A_20221011T020701_N0400_R103_T52SDF_20221011T052455,52SDF,2022-10-11T02:17:32.653000+00:00,0.030435872240123899,7533,229.27342558485333,7533,0.030435872240123899,-0.0027973496569194001,7533,-21.072434965573841,7533,-0.0027973496569194001
Sangju Weir,2022-10-14,1,20221014T021641_20221014T022306_T52SDF,S2A_MSIL2A_20221014T021641_N0400_R003_T52SDF_20221014T054257,52SDF,2022-10-14T02:27:27.361000+00:00,0.088650944867670695,7533,667.80756768816332,7533,0.088650944867670695,0.00068023905999070003,7533,5.1242408389099436,7533,0.00068023905999070003
Sangju Weir,2022-10-19,1,20221019T021709_20221019T022253_T52SDF,S2B_MSIL2A_20221019T021709_N0400_R003_T52SDF_20221019T043130,52SDF,2022-10-19T02:27:22.186000+00:00,0.031803334352451001,7533,239.5745176770134,7533,0.031803334352451001,-0.0022540214287467002,7533,-16.979543422748893,7533,-0.0022540214287467002
Sangju Weir,2022-10-26,1,20221026T020749_20221026T021400_T52SDF,S2B_MSIL2A_20221026T020749_N0400_R103_T52SDF_20221026T042127,52SDF,2022-10-26T02:17:26.206000+00:00,-0.15901211388278111,7533,-1197.8382538789901,7533,-0.15901211388278111,-0.0048264675313964001,7533,-36.357779914009079,7533,-0.0048264675313964001
Sangju Weir,2022-10-29,1,20221029T021809_20221029T022341_T52SDF,S2B_MSIL2A_20221029T021809_N0400_R003_T52SDF_20221029T075219,52SDF,2022-10-29T02:27:21.614000+00:00,0.017895294953712001,7533,134.80525688631249,7533,0.017895294953712001,0.0047267071773418002,7533,35.606285166915782,7533,0.0047267071773418002
Sangju Weir,2023-05-09,1,20230509T020651_20230509T021248_T52SDF,S2A_MSIL2A_20230509T020651_N0509_R103_T52SDF_20230509T051551,52SDF,2023-05-09T02:17:26.700000+00:00,-0.075078647001426593,7533,-565.56744786174647,7533,-0.075078647001426579,-0.0149855414739101,7533,-112.88608392296479,7533,-0.0149855414739101
Sangju Weir,2023-05-14,1,20230514T020659_20230514T021257_T52SDF,S2B_MSIL2A_20230514T020659_N0509_R103_T52SDF_20230514T042809,52SDF,2023-05-14T02:17:30.458000+00:00,0.0140077321269162,7533,105.52024611205974,7533,0.0140077321269162,-0.0045021128115667001,7533,-33.914415809531953,7533,-0.0045021128115667001
Sangju Weir,2023-05-17,1,20230517T021539_20230517T022202_T52SDF,S2B_MSIL2A_20230517T021539_N0509_R003_T52SDF_20230517T044103,52SDF,2023-05-17T02:27:27.271000+00:00,0.029283330654858501,7533,220.59132982304908,7533,0.029283330654858501,0.0093340318930848001,7533,70.313262250607806,7533,0.0093340318930848019
Sangju Weir,2023-06-03,1,20230603T020659_20230603T021256_T52SDF,S2B_MSIL2A_20230603T020659_N0509_R103_T52SDF_20230603T042630,52SDF,2023-06-03T02:17:30.960000+00:00,0.038537238966932799,7533,290.3010211379048,7533,0.038537238966932799,0.0105564668108237,7533,79.521864485934941,7533,0.010556466810823702
Sangju Weir,2023-06-06,1,20230606T021539_20230606T022202_T52SDF,S2B_MSIL2A_20230606T021539_N0509_R003_T52SDF_20230606T043948,52SDF,2023-06-06T02:27:27.360000+00:00,0.035550585166836797,7533,267.80255806178161,7533,0.035550585166836797,-0.00080685810588590002,7533,-6.0780621116384852,7533,-0.00080685810588590002
Sangju Weir,2023-06-16,1,20230616T021539_20230616T022203_T52SDF,S2B_MSIL2A_20230616T021539_N0509_R003_T52SDF_20230616T043833,52SDF,2023-06-16T02:27:27.693000+00:00,0.041509489667201901,7533,312.69098566303194,7533,0.041509489667201901,-0.0051097790822186998,7533,-38.491965826353464,7533,-0.0051097790822186998
Sangju Weir,2023-06-23,1,20230623T020659_20230623T021723_T52SDF,S2B_MSIL2A_20230623T020659_N0509_R103_T52SDF_20230623T055723,52SDF,2023-06-23T02:17:33.128000+00:00,-0.2889900960571648,7533,-2176.9623935986224,7533,-0.2889900960571648,-0.0033876362718530998,7533,-25.519064035869402,7533,-0.0033876362718530998
Sangju Weir,2023-08-05,1,20230805T021539_20230805T022202_T52SDF,S2B_MSIL2A_20230805T021539_N0509_R003_T52SDF_20230805T044141,52SDF,2023-08-05T02:27:27.607000+00:00,0.050870308196307397,7533,383.20603164278361,7533,0.050870308196307397,0.0068435566030131002,7533,51.552511890497684,7533,0.0068435566030131002
Sangju Weir,2023-08-07,1,20230807T020701_20230807T021203_T52SDF,S2A_MSIL2A_20230807T020701_N0509_R103_T52SDF_20230807T052055,52SDF,2023-08-07T02:17:31.679000+00:00,0.043857808585821299,7533,330.38087207699186,7533,0.043857808585821299,0.0145828240634243,7533,109.85241366977525,7533,0.0145828240634243
Sangju Weir,2023-08-15,1,20230815T021539_20230815T021939_T52SDF,S2B_MSIL2A_20230815T021539_N0509_R003_T52SDF_20230815T052653,52SDF,2023-08-15T02:27:28.365000+00:00,-0.055127569277643798,7533,-415.27597936849071,7533,-0.055127569277643798,-0.036179124272357199,7533,-272.53734314366676,7533,-0.036179124272357199
Sangju Weir,2023-09-09,1,20230909T021541_20230909T022102_T52SDF,S2A_MSIL2A_20230909T021541_N0509_R003_T52SDF_20230909T072557,52SDF,2023-09-09T02:27:27.952000+00:00,0.108491177959593,7533,817.26404356961405,7533,0.108491177959593,-0.0006960469398731,7533,-5.2433215980640622,7533,-0.0006960469398731
Sangju Weir,2023-09-11,1,20230911T020659_20230911T021215_T52SDF,S2B_MSIL2A_20230911T020659_N0509_R103_T52SDF_20230911T050621,52SDF,2023-09-11T02:17:30.723000+00:00,0.1229488309149977,7533,926.17354328267766,7533,0.1229488309149977,0.0040389096542250997,7533,30.425106425277676,7533,0.0040389096542250997
Sangju Weir,2023-09-24,1,20230924T021539_20230924T022642_T52SDF,S2B_MSIL2A_20230924T021539_N0509_R003_T52SDF_20230924T053147,52SDF,2023-09-24T02:27:26.279000+00:00,-0.049089793300691097,7533,-369.79341293410602,7533,-0.049089793300691097,-0.021286360024872199,7533,-160.35015006736228,7533,-0.021286360024872199
Sangju Weir,2023-10-01,1,20231001T020659_20231001T021254_T52SDF,S2B_MSIL2A_20231001T020659_N0509_R103_T52SDF_20231001T042700,52SDF,2023-10-01T02:17:28.866000+00:00,-0.1282282674974608,7533,-965.94353905837227,7533,-0.1282282674974608,-0.0374605572075375,7533,-282.19037744437998,7533,-0.0374605572075375
Sangju Weir,2023-10-06,1,20231006T020651_20231006T021253_T52SDF,S2A_MSIL2A_20231006T020651_N0509_R103_T52SDF_20231006T052302,52SDF,2023-10-06T02:17:27.917000+00:00,-0.055673376216277499,7533,-419.38754303721839,7533,-0.055673376216277499,-0.02125979878417,7533,-160.15006424115262,7533,-0.02125979878417
Sangju Weir,2023-10-24,1,20231024T021739_20231024T022318_T52SDF,S2B_MSIL2A_20231024T021739_N0509_R003_T52SDF_20231024T043637,52SDF,2023-10-24T02:27:23.939000+00:00,-0.010371502109748699,7533,-78.128525392736947,7533,-0.010371502109748699,-0.0068910511347092,7533,-51.910288197764402,7533,-0.0068910511347092
Sangju Weir,2023-10-26,1,20231026T020751_20231026T021348_T52SDF,S2A_MSIL2A_20231026T020751_N0509_R103_T52SDF_20231026T051755,52SDF,2023-10-26T02:17:27.009000+00:00,0.035772324087205001,7533,269.4729173489153,7533,0.035772324087205008,-0.0036475564628665998,7533,-27.477042834774096,7533,-0.0036475564628665998
Sangju Weir,2023-10-29,1,20231029T021811_20231029T022436_T52SDF,S2A_MSIL2A_20231029T021811_N0509_R003_T52SDF_20231029T052155,52SDF,2023-10-29T02:27:22.491000+00:00,-0.0071364743157093999,7533,-53.75906102023891,7533,-0.0071364743157093999,-0.002968387158387,7533,-22.360860464129271,7533,-0.002968387158387
Sangju Weir,2023-10-31,1,20231031T020819_20231031T021420_T52SDF,S2B_MSIL2A_20231031T020819_N0509_R103_T52SDF_20231031T042727,52SDF,2023-10-31T02:17:29.262000+00:00,-0.070509863401591405,7533,-531.150801004188,7533,-0.070509863401591391,-0.0069425936229109003,7533,-52.298557761387812,7533,-0.0069425936229109003
Sangju Weir,2024-05-03,1,20240503T020651_20240503T021443_T52SDF,S2A_MSIL2A_20240503T020651_N0510_R103_T52SDF_20240503T061350,52SDF,2024-05-03T02:17:29.830000+00:00,-0.042239466436778797,7533,-318.18990066825467,7533,-0.042239466436778797,-0.0018191645435148001,7533,-13.703766506296988,7533,-0.0018191645435148001
Sangju Weir,2024-05-13,1,20240513T020651_20240513T021436_T52SDF,S2A_MSIL2A_20240513T020651_N0510_R103_T52SDF_20240513T051859,52SDF,2024-05-13T02:17:30.115000+00:00,-0.048794841117245198,7523,-367.08358972503561,7523,-0.048794841117245198,-0.0092796511450335996,7523,-69.810815564087775,7523,-0.0092796511450335996
Sangju Weir,2024-05-16,1,20240516T021611_20240516T022028_T52SDF,S2A_MSIL2A_20240516T021611_N0510_R003_T52SDF_20240516T074100,52SDF,2024-05-16T02:27:25.400000+00:00,-0.0089581965532525999,7533,-67.482094635651833,7533,-0.0089581965532525999,-0.0184939257236089,7533,-139.31474247594585,7533,-0.0184939257236089
Sangju Weir,2024-05-18,1,20240518T020649_20240518T020649_T52SDF,S2B_MSIL2A_20240518T020649_N0510_R103_T52SDF_20240518T040445,52SDF,2024-05-18T02:17:25.309000+00:00,-0.046122274625494702,7533,-347.43909475385158,7533,-0.046122274625494702,-0.023925282780895601,7533,-180.22915518848657,7533,-0.023925282780895601
Sangju Weir,2024-05-23,1,20240523T020651_20240523T021414_T52SDF,S2A_MSIL2A_20240523T020651_N0510_R103_T52SDF_20240523T070946,52SDF,2024-05-23T02:17:26.080000+00:00,-0.0176331930666737,7533,-132.83084337125297,7533,-0.0176331930666737,-0.0037764156069184001,7533,-28.447738766916309,7533,-0.0037764156069184001
Sangju Weir,2024-05-31,1,20240531T021529_20240531T021532_T52SDF,S2B_MSIL2A_20240531T021529_N0510_R003_T52SDF_20240531T042042,52SDF,2024-05-31T02:27:23.166000+00:00,-0.0039632640192073998,7533,-29.855267856689341,7533,-0.0039632640192073998,-0.0111913489156824,7533,-84.304431381835514,7533,-0.0111913489156824
