site,date,component_rows,scene_ids,product_ids,tiles,utc_timestamps,ndci_component_values,ndci_component_counts,ndci_weighted_numerator,ndci_valid_pixels,ndci_mean,fai_component_values,fai_component_counts,fai_weighted_numerator,fai_valid_pixels,fai_mean
Hapcheon-Changnyeong Weir,2025-07-07,1,20250707T020711_20250707T021412_T52SDE,S2C_MSIL2A_20250707T020711_N0511_R103_T52SDE_20250707T054916,52SDE,2025-07-07T02:18:04.134000+00:00,0.1098770677408414,10302,1131.953551866148,10302,0.1098770677408414,0.0275621269675458,10302,283.94503201965682,10302,0.0275621269675458
Hapcheon-Changnyeong Weir,2025-07-09,1,20250709T021131_20250709T021441_T52SDE,S2A_MSIL2A_20250709T021131_N0511_R103_T52SDE_20250709T062417,52SDE,2025-07-09T02:18:00.206000+00:00,0.1103041247186318,10839,1195.58640782525,10839,0.1103041247186318,0.031079298855334302,10839,336.86852029296847,10839,0.031079298855334298
Hapcheon-Changnyeong Weir,2025-07-10,1,20250710T021631_20250710T022524_T52SDE,S2C_MSIL2A_20250710T021631_N0511_R003_T52SDE_20250710T055619,52SDE,2025-07-10T02:28:00.375000+00:00,0.042248498935854202,6388,269.88341120223663,6388,0.042248498935854202,0.0257696619751023,6388,164.6166006969535,6388,0.0257696619751023
Hapcheon-Changnyeong Weir,2025-07-25,1,20250725T021539_20250725T022319_T52SDE,S2B_MSIL2A_20250725T021539_N0511_R003_T52SDE_20250725T041758,52SDE,2025-07-25T02:27:39.267000+00:00,0.023375396787231901,7648,178.77503462874958,7648,0.023375396787231901,-0.0040024820719002999,7648,-30.610982885893492,7648,-0.0040024820719002999
Hapcheon-Changnyeong Weir,2025-07-29,1,20250729T021131_20250729T021429_T52SDE,S2A_MSIL2A_20250729T021131_N0511_R103_T52SDE_20250729T061616,52SDE,2025-07-29T02:17:59.629000+00:00,0.067145249593105694,10839,727.78736033967266,10839,0.067145249593105694,0.0024792933841839,10839,26.873060991169293,10839,0.0024792933841839
Hapcheon-Changnyeong Weir,2025-07-30,1,20250730T021551_20250730T022259_T52SDE,S2C_MSIL2A_20250730T021551_N0511_R003_T52SDE_20250730T055117,52SDE,2025-07-30T02:27:58.885000+00:00,-0.0053317734504041998,24,-0.12796256280970081,24,-0.0053317734504042006,0.0058380511463843997,24,0.14011322751322558,24,0.0058380511463843989
Hapcheon-Changnyeong Weir,2025-08-01,2,20250801T020649_20250801T021704_T52SDE|20250801T022131_20250801T022131_T52SDE,S2B_MSIL2A_20250801T020649_N0511_R103_T52SDE_20250801T040552|S2A_MSIL2A_20250801T022131_N0511_R003_T52SDE_20250801T071659,52SDE|52SDE,2025-08-01T02:17:41.374000+00:00|2025-08-01T02:27:54.803000+00:00,-0.1019363039574004|-0.040267438087950302,10839|7212,-1395.2963620845605,18051,-0.077297455104125015,0.0033844413996701999|-0.0069595891355457998,10839|7212,-13.508596514531014,18051,-0.00074835723863115699
Hapcheon-Changnyeong Weir,2025-08-18,1,20250818T021121_20250818T021646_T52SDE,S2A_MSIL2A_20250818T021121_N0511_R103_T52SDE_20250818T061108,52SDE,2025-08-18T02:17:54.846000+00:00,0.16502654796440319,10839,1788.7227533861662,10839,0.16502654796440319,0.0136562982010075,10839,148.0206162007203,10839,0.013656298201007501
Hapcheon-Changnyeong Weir,2025-08-21,1,20250821T020659_20250821T020653_T52SDE,S2B_MSIL2A_20250821T020659_N0511_R103_T52SDE_20250821T035126,52SDE,2025-08-21T02:17:43.644000+00:00,0.15031455841462049,10829,1627.7563530719253,10829,0.15031455841462049,0.0272382848700886,10829,294.96338685818944,10829,0.0272382848700886
Hapcheon-Changnyeong Weir,2025-09-23,1,20250923T021529_20250923T022229_T52SDE,S2B_MSIL2A_20250923T021529_N0511_R003_T52SDE_20250923T041635,52SDE,2025-09-23T02:27:36.546000+00:00,0.0957106471807328,7495,717.35130061959228,7495,0.095710647180732786,0.0025448742360697002,7495,19.073832399342404,7495,0.0025448742360697002
Hapcheon-Changnyeong Weir,2025-10-20,1,20251020T022131_20251020T022129_T52SDE,S2A_MSIL2A_20251020T022131_N0511_R003_T52SDE_20251020T071520,52SDE,2025-10-20T02:27:52.231000+00:00,-0.085105935738452002,7378,-627.91159387829885,7378,-0.085105935738452002,-0.017041712094005901,7378,-125.73375182957554,7378,-0.017041712094005901
Hapcheon-Changnyeong Weir,2025-10-28,1,20251028T021821_20251028T022504_T52SDE,S2C_MSIL2A_20251028T021821_N0511_R003_T52SDE_20251028T054320,52SDE,2025-10-28T02:27:50.290000+00:00,-0.082265242802534402,6622,-544.76043783838281,6622,-0.082265242802534402,-0.0086934345477775003,6622,-57.567923575382608,6622,-0.0086934345477775003
Ipo Weir,2017-05-03,1,20170503T021611_20170503T022350_T52SCG,S2A_MSIL2A_20170503T021611_N0500_R003_T52SCG_20230925T151324,52SCG,2017-05-03T02:27:14.762000+00:00,-0.0034103664939527001,10607,-36.173757401356291,10607,-0.0034103664939527001,-3.4500212563069277e-05,10607,-0.36594375465647583,10607,-3.4500212563069277e-05
Ipo Weir,2017-08-26,1,20170826T022649_20170826T022651_T52SCG,S2B_MSIL2A_20170826T022649_N0500_R003_T52SCG_20230820T101037,52SCG,2017-08-26T02:27:06.465000+00:00,-0.0069526092519994996,10607,-73.746326335958699,10607,-0.0069526092519995005,-0.020665276018865,10607,-219.19658273210106,10607,-0.020665276018865
Ipo Weir,2017-09-20,1,20170920T021601_20170920T022343_T52SCG,S2A_MSIL2A_20170920T021601_N0500_R003_T52SCG_20230913T041635,52SCG,2017-09-20T02:27:08.212000+00:00,-0.044945373095093902,10607,-476.73557241966103,10607,-0.044945373095093902,-0.013804336718568899,10607,-146.42259957386031,10607,-0.013804336718568899
Ipo Weir,2017-10-20,1,20171020T022701_20171020T022655_T52SCG,S2A_MSIL2A_20171020T022701_N0500_R003_T52SCG_20230729T060052,52SCG,2017-10-20T02:27:10.258000+00:00,-0.14623315666088729,10607,-1551.0950927020315,10607,-0.14623315666088729,-0.0062425410049833001,10607,-66.214632439857866,10607,-0.0062425410049833001
Ipo Weir,2017-10-25,1,20171025T022649_20171025T022643_T52SCG,S2B_MSIL2A_20171025T022649_N0500_R003_T52SCG_20230731T095635,52SCG,2017-10-25T02:26:58.037000+00:00,-0.099826863796357301,10607,-1058.863544287962,10607,-0.099826863796357315,-0.0084260384335357007,10607,-89.37498966451318,10607,-0.0084260384335357007
Ipo Weir,2017-10-30,1,20171030T021821_20171030T022623_T52SCG,S2A_MSIL2A_20171030T021821_N0500_R003_T52SCG_20230911T092126,52SCG,2017-10-30T02:27:11.775000+00:00,-0.1202643973904068,10607,-1275.644463120045,10607,-0.1202643973904068,-0.0057882086650882002,10607,-61.39552931059054,10607,-0.0057882086650882002
Ipo Weir,2018-06-02,1,20180602T021639_20180602T021638_T52SCG,S2B_MSIL2A_20180602T021639_N0500_R003_T52SCG_20230827T172817,52SCG,2018-06-02T02:27:09.432000+00:00,-0.049299248352643703,10607,-522.91712727649178,10607,-0.049299248352643703,-0.017232419135601799,10607,-182.7842697713283,10607,-0.017232419135601799
Ipo Weir,2018-06-22,1,20180622T021559_20180622T021601_T52SCG,S2B_MSIL2A_20180622T021559_N0500_R003_T52SCG_20230813T031002,52SCG,2018-06-22T02:27:11.278000+00:00,0.10731629886700519,10607,1138.3039820823242,10607,0.10731629886700521,0.0001873433172277,10607,1.9871505658342139,10607,0.0001873433172277
Ipo Weir,2018-07-07,1,20180707T021601_20180707T021604_T52SCG,S2A_MSIL2A_20180707T021601_N0500_R003_T52SCG_20230809T064850,52SCG,2018-07-07T02:27:13.552000+00:00,-0.022715304673530799,10607,-240.9412366721412,10607,-0.022715304673530799,-0.057125865551627998,10607,-605.93405590611815,10607,-0.057125865551627998
Ipo Weir,2018-08-01,1,20180801T021649_20180801T022346_T52SCG,S2B_MSIL2A_20180801T021649_N0500_R003_T52SCG_20230709T134957,52SCG,2018-08-01T02:27:09.159000+00:00,0.13121766656839129,10607,1391.8257892909264,10607,0.13121766656839129,0.0032277095239081999,10607,34.236314920094273,10607,0.0032277095239081994
Ipo Weir,2018-10-20,1,20181020T021709_20181020T022232_T52SCG,S2B_MSIL2A_20181020T021709_N0510_R003_T52SCG_20250531T231417,52SCG,2018-10-20T02:27:09.679000+00:00,-0.097897071547750805,10607,-1038.3942379069929,10607,-0.097897071547750819,-0.0046408875694362002,10607,-49.225894449009779,10607,-0.0046408875694362002
Ipo Weir,2018-10-30,1,20181030T021819_20181030T022432_T52SCG,S2B_MSIL2A_20181030T021819_N0500_R003_T52SCG_20230707T113406,52SCG,2018-10-30T02:27:10.114000+00:00,-0.090373107882460099,10607,-958.5875553092543,10607,-0.090373107882460099,-0.0063147609787450997,10607,-66.980669701549274,10607,-0.0063147609787450997
Ipo Weir,2019-05-03,1,20190503T021611_20190503T021607_T52SCG,S2A_MSIL2A_20190503T021611_N0500_R003_T52SCG_20221205T094439,52SCG,2019-05-03T02:27:16.433000+00:00,0.0093579650315724992,10607,99.259935089889495,10607,0.0093579650315724992,-0.00046854347610539998,10607,-4.969840651049978,10607,-0.00046854347610540004
Ipo Weir,2019-05-23,1,20190523T021611_20190523T022214_T52SCG,S2A_MSIL2A_20190523T021611_N0500_R003_T52SCG_20221212T010402,52SCG,2019-05-23T02:27:16.002000+00:00,0.0087589800567066008,10607,92.906501461486911,10607,0.0087589800567066008,-0.0026611058047131,10607,-28.22634927059185,10607,-0.0026611058047131
Ipo Weir,2019-06-02,1,20190602T021611_20190602T021605_T52SCG,S2A_MSIL2A_20190602T021611_N0500_R003_T52SCG_20221221T030242,52SCG,2019-06-02T02:27:15.030000+00:00,-0.051473940860686601,10607,-545.98409070930279,10607,-0.051473940860686601,-0.0047641646450982999,10607,-50.533494390557664,10607,-0.0047641646450982999
Ipo Weir,2019-06-12,1,20190612T021611_20190612T022608_T52SCG,S2A_MSIL2A_20190612T021611_N0212_R003_T52SCG_20190612T043019,52SCG,2019-06-12T02:27:15.518000+00:00,0.027472621432165601,10607,291.40209553098055,10607,0.027472621432165601,0.0035778444312396002,10607,37.95019588215844,10607,0.0035778444312396002
Ipo Weir,2019-06-22,1,20190622T021611_20190622T021607_T52SCG,S2A_MSIL2A_20190622T021611_N0500_R003_T52SCG_20230724T205505,52SCG,2019-06-22T02:27:16.702000+00:00,0.0061206181513421996,10607,64.921396731286706,10607,0.0061206181513421987,0.0001007397541775,10607,1.0685465725607426,10607,0.0001007397541775
Ipo Weir,2019-09-30,1,20190930T021601_20190930T021604_T52SCG,S2A_MSIL2A_20190930T021601_N0500_R003_T52SCG_20230707T024625,52SCG,2019-09-30T02:27:14.218000+00:00,-0.018675176160499601,10607,-198.08759353441928,10607,-0.018675176160499601,0.0079474828219065,10607,84.298950291962242,10607,0.0079474828219065
Ipo Weir,2019-10-15,1,20191015T021639_20191015T021642_T52SCG,S2B_MSIL2A_20191015T021639_N0213_R003_T52SCG_20191015T045544,52SCG,2019-10-15T02:27:13.862000+00:00,-0.0668377214999471,10462,-699.25624233244662,10462,-0.0668377214999471,0.0022332101062703001,10462,23.36384413179988,10462,0.0022332101062703001
Ipo Weir,2019-10-30,1,20191030T021821_20191030T021819_T52SCG,S2A_MSIL2A_20191030T021821_N0500_R003_T52SCG_20230709T010057,52SCG,2019-10-30T02:27:15.880000+00:00,-0.14164671481052429,10607,-1502.4467039952312,10607,-0.14164671481052429,-0.0019988003377794999,10607,-21.201275182827157,10607,-0.0019988003377794999
Ipo Weir,2020-05-27,1,20200527T021611_20200527T021609_T52SCG,S2A_MSIL2A_20200527T021611_N0214_R003_T52SCG_20200527T054336,52SCG,2020-05-27T02:27:18.689000+00:00,-0.058115246364159198,10602,-616.13784195281585,10602,-0.058115246364159198,-0.00081802015169009997,10602,-8.6726496482184405,10602,-0.00081802015169010007
Ipo Weir,2020-06-01,1,20200601T021609_20200601T021604_T52SCG,S2B_MSIL2A_20200601T021609_N0214_R003_T52SCG_20200601T050555,52SCG,2020-06-01T02:27:14.247000+00:00,-0.0038240669210478002,8577,-32.799021981826982,8577,-0.0038240669210478002,0.0049329231994697,8577,42.309682281851615,8577,0.0049329231994697
Ipo Weir,2020-06-11,1,20200611T021609_20200611T021605_T52SCG,S2B_MSIL2A_20200611T021609_N0214_R003_T52SCG_20200611T050308,52SCG,2020-06-11T02:27:14.963000+00:00,-0.033198030732744403,10595,-351.73313561342695,10595,-0.033198030732744403,0.0041501370916944003,10595,43.970702486502169,10595,0.0041501370916944003
Ipo Weir,2020-06-16,1,20200616T021611_20200616T021609_T52SCG,S2A_MSIL2A_20200616T021611_N0214_R003_T52SCG_20200616T053533,52SCG,2020-06-16T02:27:18.759000+00:00,0.0035280986535505998,10607,37.422542418211215,10607,0.0035280986535506003,0.0076118744053829002,10607,80.739151817896428,10607,0.0076118744053829011
Ipo Weir,2020-06-21,1,20200621T021609_20200621T021605_T52SCG,S2B_MSIL2A_20200621T021609_N0214_R003_T52SCG_20200621T050033,52SCG,2020-06-21T02:27:15.203000+00:00,-0.0069504222532309002,10607,-73.723128840020152,10607,-0.0069504222532308993,-0.00027916518413799999,10607,-2.9611051081517661,10607,-0.00027916518413799999
Ipo Weir,2020-08-25,1,20200825T021611_20200825T021608_T52SCG,S2A_MSIL2A_20200825T021611_N0214_R003_T52SCG_20200825T053321,52SCG,2020-08-25T02:27:18.080000+00:00,-0.0027968771534480001,9838,-27.515677435621424,9838,-0.0027968771534480001,-0.00061810216380029997,9838,-6.0808890874673507,9838,-0.00061810216380029997
Ipo Weir,2020-09-04,1,20200904T021611_20200904T021607_T52SCG,S2A_MSIL2A_20200904T021611_N0214_R003_T52SCG_20200904T052050,52SCG,2020-09-04T02:27:17.196000+00:00,0.017863711059727599,3430,61.272528934865662,3430,0.017863711059727599,-0.016261696485238598,3430,-55.777618944368392,3430,-0.016261696485238598
Ipo Weir,2020-09-19,1,20200919T021609_20200919T022509_T52SCG,S2B_MSIL2A_20200919T021609_N0214_R003_T52SCG_20200919T051050,52SCG,2020-09-19T02:27:14.473000+00:00,-0.0132576898234731,9389,-124.47644975258893,9389,-0.0132576898234731,0.0090787883071138005,9389,85.24074341549148,9389,0.0090787883071138005
Ipo Weir,2020-10-09,1,20201009T021609_20201009T021609_T52SCG,S2B_MSIL2A_20201009T021609_N0214_R003_T52SCG_20201009T045242,52SCG,2020-10-09T02:27:16.320000+00:00,0.047829038843456302,8106,387.70218886505677,8106,0.047829038843456302,0.022993373684989198,8106,186.38428709052243,8106,0.022993373684989198
Ipo Weir,2020-10-19,1,20201019T021719_20201019T022536_T52SCG,S2B_MSIL2A_20201019T021719_N0500_R003_T52SCG_20230415T141046,52SCG,2020-10-19T02:27:16.350000+00:00,-0.1157216105904922,10607,-1227.4591235333507,10607,-0.1157216105904922,-0.0036473433794816002,10607,-38.687371226161332,10607,-0.0036473433794816002
Ipo Weir,2020-10-24,1,20201024T021751_20201024T022447_T52SCG,S2A_MSIL2A_20201024T021751_N0214_R003_T52SCG_20201024T045915,52SCG,2020-10-24T02:27:17.978000+00:00,-0.1683180111696598,10606,-1785.1808264654119,10606,-0.1683180111696598,-0.00081369784652640003,10247,-8.3379618333560206,10247,-0.00081369784652640003
Ipo Weir,2020-10-29,1,20201029T021819_20201029T021816_T52SCG,S2B_MSIL2A_20201029T021819_N0214_R003_T52SCG_20201029T043353,52SCG,2020-10-29T02:27:15.724000+00:00,-0.086565369978767598,10606,-918.11231399480914,10606,-0.086565369978767598,0.0003268246967736,10595,3.462707662316292,10595,0.0003268246967736
Ipo Weir,2021-05-02,1,20210502T021601_20210502T021601_T52SCG,S2A_MSIL2A_20210502T021601_N0300_R003_T52SCG_20210502T051124,52SCG,2021-05-02T02:27:10.519000+00:00,0.045407611855099603,10607,481.63853894704147,10607,0.045407611855099603,0.0015084635801115001,10607,16.000273194242681,10607,0.0015084635801115001
Ipo Weir,2021-05-22,1,20210522T021601_20210522T022207_T52SCG,S2A_MSIL2A_20210522T021601_N0300_R003_T52SCG_20210522T050033,52SCG,2021-05-22T02:27:13.132000+00:00,0.0011833074813390001,10607,12.551342454562775,10607,0.0011833074813390001,-0.0010571830099181999,10607,-11.213540186202346,10607,-0.0010571830099181999
Ipo Weir,2021-06-21,1,20210621T021601_20210621T022255_T52SCG,S2A_MSIL2A_20210621T021601_N0300_R003_T52SCG_20210621T050048,52SCG,2021-06-21T02:27:13.374000+00:00,-0.048474936205473801,10595,-513.59194909699488,10595,-0.048474936205473794,0.0016338480457652,10491,17.140699848122715,10491,0.0016338480457652003
Ipo Weir,2021-07-01,1,20210701T021611_20210701T021605_T52SCG,S2A_MSIL2A_20210701T021611_N0301_R003_T52SCG_20210701T050240,52SCG,2021-07-01T02:27:14.664000+00:00,0.0021042190780197001,10607,22.319451760554958,10607,0.0021042190780197001,0.0034240769352603001,10607,36.319184052305999,10607,0.0034240769352602996
Ipo Weir,2021-07-16,1,20210716T021609_20210716T022506_T52SCG,S2B_MSIL2A_20210716T021609_N0301_R003_T52SCG_20210716T045806,52SCG,2021-07-16T02:27:14.707000+00:00,-0.090813891835809499,10607,-963.26295070243134,10607,-0.090813891835809499,-0.0230394674696041,10598,-244.17227624286426,10598,-0.0230394674696041
Ipo Weir,2021-07-26,1,20210726T021609_20210726T021605_T52SCG,S2B_MSIL2A_20210726T021609_N0301_R003_T52SCG_20210726T043052,52SCG,2021-07-26T02:27:14.625000+00:00,-0.055631116027000098,10607,-590.07924769839008,10607,-0.055631116027000105,-0.0066272657710022996,10602,-70.26227170416638,10602,-0.0066272657710022996
Ipo Weir,2021-08-15,1,20210815T021609_20210815T022417_T52SCG,S2B_MSIL2A_20210815T021609_N0301_R003_T52SCG_20210815T045832,52SCG,2021-08-15T02:27:12.737000+00:00,0.049884785602221302,10607,529.12792088276137,10607,0.049884785602221302,0.034758495717502801,10607,368.68336407555222,10607,0.034758495717502801
Ipo Weir,2021-10-24,1,20211024T021749_20211024T021743_T52SCG,S2B_MSIL2A_20211024T021749_N0500_R003_T52SCG_20230110T111334,52SCG,2021-10-24T02:27:14.236000+00:00,-0.123044813281924,10607,-1305.1363344813678,10607,-0.123044813281924,-0.0029172043711656001,10607,-30.942786764953521,10607,-0.0029172043711656001
Ipo Weir,2022-05-17,1,20220517T021611_20220517T022234_T52SCG,S2A_MSIL2A_20220517T021611_N0510_R003_T52SCG_20240620T074711,52SCG,2022-05-17T02:27:17.807000+00:00,-0.032123921892234703,10607,-340.73843951093352,10607,-0.032123921892234703,-0.0043370857891701,10607,-46.003468965727251,10607,-0.0043370857891701
Ipo Weir,2022-06-01,1,20220601T021559_20220601T022239_T52SCG,S2B_MSIL2A_20220601T021559_N0400_R003_T52SCG_20220601T044554,52SCG,2022-06-01T02:27:12.431000+00:00,-0.0301841709364041,10607,-320.16350112243828,10607,-0.0301841709364041,0.001749681030379,10607,18.558866689230054,10607,0.0017496810303790002
Ipo Weir,2022-06-11,1,20220611T021539_20220611T022211_T52SCG,S2B_MSIL2A_20220611T021539_N0400_R003_T52SCG_20220611T045008,52SCG,2022-06-11T02:27:15.144000+00:00,0.064717000403502797,10607,686.45322327995416,10607,0.064717000403502797,0.069032541887822499,10607,732.22817180413324,10607,0.069032541887822499
Ipo Weir,2022-09-24,1,20220924T021541_20220924T022204_T52SCG,S2A_MSIL2A_20220924T021541_N0400_R003_T52SCG_20220924T054059,52SCG,2022-09-24T02:27:19.687000+00:00,-0.0194574489617503,10607,-206.38516113728542,10607,-0.0194574489617503,0.0065541595198096003,10607,69.519970026620427,10607,0.0065541595198096003
Ipo Weir,2022-09-29,1,20220929T021529_20220929T022606_T52SCG,S2B_MSIL2A_20220929T021529_N0400_R003_T52SCG_20220929T051901,52SCG,2022-09-29T02:27:12.463000+00:00,0.0014681470103237,10607,15.572635338503485,10607,0.0014681470103237,0.0026550743322294001,10607,28.162373441957246,10607,0.0026550743322294001
Ipo Weir,2022-10-19,1,20221019T021709_20221019T022253_T52SCG,S2B_MSIL2A_20221019T021709_N0400_R003_T52SCG_20221019T043130,52SCG,2022-10-19T02:27:12.070000+00:00,-0.12379221565947369,10607,-1313.0640315000376,10607,-0.12379221565947371,-0.0012084186287626001,10607,-12.8176963952849,10607,-0.0012084186287626001
Ipo Weir,2022-10-24,1,20221024T021741_20221024T022408_T52SCG,S2A_MSIL2A_20221024T021741_N0400_R003_T52SCG_20221024T053657,52SCG,2022-10-24T02:27:15.115000+00:00,-0.16699892461917409,10607,-1771.3575934355797,10607,-0.16699892461917409,0.0036724777919907,10607,38.953971939645356,10607,0.0036724777919907
Ipo Weir,2022-10-29,1,20221029T021809_20221029T022341_T52SCG,S2B_MSIL2A_20221029T021809_N0400_R003_T52SCG_20221029T075219,52SCG,2022-10-29T02:27:11.499000+00:00,-0.068920182784224904,10607,-731.03637879227358,10607,-0.068920182784224904,0.00069465359601179996,10607,7.3681906928971621,10607,0.00069465359601179996
Ipo Weir,2023-06-16,1,20230616T021539_20230616T022203_T52SCG,S2B_MSIL2A_20230616T021539_N0509_R003_T52SCG_20230616T043833,52SCG,2023-06-16T02:27:17.569000+00:00,0.0044374353006382998,10607,47.067876233870443,10607,0.0044374353006382998,0.0026256913182693999,10607,27.850707812883524,10607,0.0026256913182693999
Ipo Weir,2023-07-01,1,20230701T021541_20230701T022343_T52SCG,S2A_MSIL2A_20230701T021541_N0509_R003_T52SCG_20230701T074802,52SCG,2023-07-01T02:27:17.190000+00:00,-0.032015610954330399,10607,-339.58958539258253,10607,-0.032015610954330399,-0.039205010671644697,10607,-415.8475481941353,10607,-0.039205010671644697
Ipo Weir,2023-07-21,1,20230721T021541_20230721T022311_T52SCG,S2A_MSIL2A_20230721T021541_N0509_R003_T52SCG_20230721T070259,52SCG,2023-07-21T02:27:16.604000+00:00,-0.034767110412083899,10607,-368.7747401409739,10607,-0.034767110412083899,-0.040628162304156099,10607,-430.94291756018373,10607,-0.040628162304156099
Ipo Weir,2023-08-05,1,20230805T021539_20230805T022202_T52SCG,S2B_MSIL2A_20230805T021539_N0509_R003_T52SCG_20230805T044141,52SCG,2023-08-05T02:27:17.485000+00:00,0.049100165079164503,10607,520.80545099469782,10607,0.049100165079164496,0.0049632356416576999,10607,52.645040451063224,10607,0.0049632356416576999
Ipo Weir,2023-09-09,1,20230909T021541_20230909T022102_T52SCG,S2A_MSIL2A_20230909T021541_N0509_R003_T52SCG_20230909T072557,52SCG,2023-09-09T02:27:17.837000+00:00,0.0644851961989098,10607,683.9944760818363,10607,0.0644851961989098,0.0114076417020281,10607,121.00085553341206,10607,0.0114076417020281
Ipo Weir,2023-09-24,1,20230924T021539_20230924T022642_T52SCG,S2B_MSIL2A_20230924T021539_N0509_R003_T52SCG_20230924T053147,52SCG,2023-09-24T02:27:16.160000+00:00,-0.094907506215968399,10607,-1006.6839184327767,10607,-0.094907506215968399,-0.0047290591198642998,10607,-50.161130084400625,10607,-0.0047290591198642998
Ipo Weir,2023-10-29,1,20231029T021811_20231029T022436_T52SCG,S2A_MSIL2A_20231029T021811_N0509_R003_T52SCG_20231029T052155,52SCG,2023-10-29T02:27:12.372000+00:00,-0.0245245008765556,10607,-260.13138079762524,10607,-0.0245245008765556,0.0021121861177747,10607,22.403958151236242,10607,0.0021121861177747
Ipo Weir,2024-05-16,1,20240516T021611_20240516T022028_T52SCG,S2A_MSIL2A_20240516T021611_N0510_R003_T52SCG_20240516T074100,52SCG,2024-05-16T02:27:15.282000+00:00,0.023885571406540702,10607,253.35425590917723,10607,0.023885571406540702,-0.0130251233571452,10607,-138.15748344923915,10607,-0.013025123357145202
Ipo Weir,2024-05-31,1,20240531T021529_20240531T021532_T52SCG,S2B_MSIL2A_20240531T021529_N0510_R003_T52SCG_20240531T042042,52SCG,2024-05-31T02:27:13.042000+00:00,0.025040627842430701,10607,265.60593952466246,10607,0.025040627842430701,0.0043584775871377997,10607,46.230371766770638,10607,0.0043584775871377997
Ipo Weir,2024-06-10,1,20240610T021539_20240610T021535_T52SCG,S2B_MSIL2A_20240610T021539_N0510_R003_T52SCG_20240610T042021,52SCG,2024-06-10T02:27:15.826000+00:00,0.037633183288510397,10595,398.72357694176765,10595,0.037633183288510397,0.0299835905343218,10595,317.67614171113945,10595,0.0299835905343218
Ipo Weir,2024-08-04,1,20240804T021531_20240804T022001_T52SCG,S2A_MSIL2A_20240804T021531_N0511_R003_T52SCG_20240804T072449,52SCG,2024-08-04T02:27:14.991000+00:00,0.066918580035973493,10607,709.80537844157084,10607,0.066918580035973493,0.0066762902708186996,10607,70.815410902573944,10607,0.0066762902708186996
Ipo Weir,2024-08-14,1,20240814T021601_20240814T022230_T52SCG,S2A_MSIL2A_20240814T021601_N0511_R003_T52SCG_20240814T052653,52SCG,2024-08-14T02:27:14.062000+00:00,0.087972710532848594,10607,933.12654062192507,10607,0.087972710532848594,0.0096242166139831001,10607,102.08406562451874,10607,0.0096242166139831001
Ipo Weir,2024-08-19,1,20240819T021539_20240819T022637_T52SCG,S2B_MSIL2A_20240819T021539_N0511_R003_T52SCG_20240819T042921,52SCG,2024-08-19T02:27:14.410000+00:00,0.0475503077446085,10607,504.36611424706234,10607,0.0475503077446085,0.0052794936697521996,10607,55.99958935506158,10607,0.0052794936697521996
Ipo Weir,2024-08-29,1,20240829T021539_20240829T022214_T52SCG,S2B_MSIL2A_20240829T021539_N0511_R003_T52SCG_20240829T043313,52SCG,2024-08-29T02:27:14.846000+00:00,0.0191704512569776,10607,203.34097648276142,10607,0.0191704512569776,0.0076669502215393004,10607,81.323340999867355,10607,0.0076669502215393004
Ipo Weir,2024-09-03,1,20240903T021601_20240903T022601_T52SCG,S2A_MSIL2A_20240903T021601_N0511_R003_T52SCG_20240903T072445,52SCG,2024-09-03T02:27:12.560000+00:00,0.0359246756735652,10607,381.05303486950606,10607,0.0359246756735652,0.015048691418697999,10607,159.62146987812969,10607,0.015048691418697999
Ipo Weir,2024-09-23,1,20240923T021531_20240923T022308_T52SCG,S2A_MSIL2A_20240923T021531_N0511_R003_T52SCG_20240923T053200,52SCG,2024-09-23T02:27:14.231000+00:00,-0.0588405422461203,10607,-624.12163160459806,10607,-0.058840542246120307,-0.027396552833139201,10607,-290.59523590110751,10607,-0.027396552833139201
Ipo Weir,2024-09-28,1,20240928T021529_20240928T021532_T52SCG,S2B_MSIL2A_20240928T021529_N0511_R003_T52SCG_20240928T041851,52SCG,2024-09-28T02:27:12.030000+00:00,-0.13182280672083599,10607,-1398.2445108879074,10607,-0.13182280672083599,-0.0019246877330245001,10607,-20.415162784190873,10607,-0.0019246877330245001
Ipo Weir,2024-10-03,1,20241003T021531_20241003T021533_T52SCG,S2A_MSIL2A_20241003T021531_N0511_R003_T52SCG_20241003T060052,52SCG,2024-10-03T02:27:14.192000+00:00,-0.12359241521286909,10607,-1310.9447481629024,10607,-0.12359241521286909,0.0038456355024005999,10607,40.790655773963159,10607,0.0038456355024005994
Ipo Weir,2025-05-13,1,20250513T022131_20250513T022327_T52SCG,S2A_MSIL2A_20250513T022131_N0511_R003_T52SCG_20250513T062411,52SCG,2025-05-13T02:27:26.487000+00:00,-0.12058011225944081,10605,-1278.7520905113697,10605,-0.12058011225944081,-0.012047475915315501,10605,-127.76348208192088,10605,-0.012047475915315501
Ipo Weir,2025-06-05,1,20250605T021529_20250605T022440_T52SCG,S2B_MSIL2A_20250605T021529_N0511_R003_T52SCG_20250605T041606,52SCG,2025-06-05T02:27:12.817000+00:00,0.0126710228334584,10607,134.40153919449324,10607,0.012671022833458398,0.014676729822704499,10607,155.67607322942663,10607,0.014676729822704499
